County Name,County Code,Health Topic Number,Health Topic,Indicator ID,Indicator Name,Date Year,Trend Data County Value,Three Year Average County Value
Dutchess,13,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,139.7,130.9
Dutchess,13,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,128.7,132.8
Erie,14,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,188.1,183.0
Erie,14,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,184.7,184.3
Erie,14,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,180.3,179.2
Erie,14,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,172.1,172.2
Erie,14,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,164.1,167.9
Erie,14,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,167.5,163.7
Erie,14,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,159.8,161.3
Erie,14,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,156.9,158.0
Essex,15,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,187.4,157.3
Essex,15,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,147.4,155.7
Essex,15,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,135.9,152.4
Essex,15,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,179.4,165.0
Essex,15,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,178.2,168.5
Essex,15,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,149.0,152.5
Essex,15,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,131.4,155.9
Essex,15,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,186.1,150.6
Franklin,16,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,178.0,179.8
Franklin,16,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,145.9,160.0
Franklin,16,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,154.5,155.6
Franklin,16,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,161.9,157.4
Franklin,16,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,155.7,157.3
Franklin,16,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,154.7,154.3
Franklin,16,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,152.5,153.9
Franklin,16,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,153.8,152.6
Fulton,17,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,173.4,182.3
Fulton,17,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,185.1,177.7
Fulton,17,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,176.2,170.3
Fulton,17,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,153.5,168.8
Fulton,17,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,176.9,160.1
Fulton,17,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,150.2,156.7
Fulton,17,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,143.2,161.2
Fulton,17,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,189.7,159.4
Genesee,18,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,162.9,177.7
Genesee,18,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,180.9,164.2
Genesee,18,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,150.3,167.3
Genesee,18,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,173.8,162.7
Genesee,18,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,163.7,169.8
Genesee,18,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,172.3,163.0
Genesee,18,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,152.4,158.7
Genesee,18,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,150.8,162.0
Greene,19,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,168.1,186.4
Greene,19,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,160.8,174.0
Greene,19,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,192.9,180.5
Greene,19,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,188.9,179.6
Greene,19,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,157.2,172.8
Greene,19,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,173.2,162.4
Greene,19,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,157.5,160.0
Greene,19,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,150.1,163.6
Hamilton,20,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,258.3,192.1
Hamilton,20,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,210.4,224.1
Hamilton,20,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,200.8,201.6
Hamilton,20,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,192.6,223.3
Hamilton,20,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,287.0,200.6
Herkimer,21,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,162.1,156.1
Herkimer,21,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,158.7,158.2
Herkimer,21,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,156.4,167.3
Herkimer,21,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,192.1,166.7
Herkimer,21,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,152.0,167.7
Herkimer,21,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,158.7,151.0
Herkimer,21,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,142.8,147.5
Herkimer,21,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,140.6,135.4
Jefferson,22,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,165.6,173.6
Jefferson,22,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,194.2,178.8
Jefferson,22,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,182.8,183.1
Jefferson,22,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,180.2,178.3
Jefferson,22,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,172.3,174.2
Jefferson,22,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,170.2,172.5
Jefferson,22,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,174.6,172.8
Jefferson,22,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,175.0,178.9
Lewis,23,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,173.5,158.5
Lewis,23,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,152.3,156.3
Lewis,23,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,144.5,167.9
Lewis,23,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,214.4,188.8
Lewis,23,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,208.6,220.4
Lewis,23,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,237.8,209.0
Lewis,23,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,179.9,209.0
Lewis,23,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,211.6,186.9
Livingston,24,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,172.6,175.3
Livingston,24,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,170.9,169.6
Livingston,24,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,166.8,164.1
Livingston,24,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,157.1,165.0
Livingston,24,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,170.8,168.0
Livingston,24,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,175.2,172.0
Livingston,24,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,170.7,169.9
Livingston,24,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,164.6,153.0
Madison,25,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,182.5,167.2
Madison,25,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,161.0,167.0
Madison,25,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,156.9,153.7
Madison,25,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,143.1,156.2
Madison,25,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,168.7,154.6
Madison,25,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,153.2,156.6
Madison,25,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,148.6,142.9
Madison,25,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,127.2,133.2
Monroe,26,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,168.0,167.8
Monroe,26,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,159.1,163.7
Monroe,26,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,164.9,159.5
Monroe,26,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,156.8,157.4
Monroe,26,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,150.7,154.8
Monroe,26,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,157.1,153.4
Monroe,26,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,152.4,151.9
Monroe,26,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,146.4,148.6
Montgomery,27,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,174.5,167.9
Montgomery,27,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,182.6,164.1
Montgomery,27,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,138.4,163.1
Montgomery,27,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,172.3,156.9
Montgomery,27,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,159.3,170.4
Montgomery,27,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,178.5,171.4
Montgomery,27,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,175.9,166.0
Montgomery,27,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,143.5,160.8
Nassau,28,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,146.8,143.3
Nassau,28,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,141.7,140.6
Nassau,28,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,133.5,136.4
Nassau,28,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,133.5,133.0
Nassau,28,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,131.7,129.9
Nassau,28,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,124.7,127.1
Nassau,28,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,125.1,122.3
Nassau,28,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,117.5,119.1
Niagara,29,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,177.0,177.3
Niagara,29,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,175.2,176.6
Niagara,29,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,178.8,173.6
Niagara,29,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,166.2,173.9
Niagara,29,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,176.7,171.2
Niagara,29,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,170.8,170.8
Niagara,29,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,165.6,167.6
Niagara,29,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,166.7,168.8
Oneida,30,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,173.9,173.3
Oneida,30,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,172.1,166.4
Oneida,30,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,154.3,165.4
Oneida,30,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,171.7,163.4
Oneida,30,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,164.2,169.8
Oneida,30,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,173.4,163.8
Oneida,30,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,153.5,162.7
Oneida,30,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,161.0,153.9
Onondaga,31,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,185.0,179.2
Onondaga,31,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,172.0,178.0
Onondaga,31,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,176.7,170.3
Onondaga,31,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,162.4,164.8
Onondaga,31,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,155.1,155.6
Onondaga,31,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,149.4,150.7
Onondaga,31,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,147.9,145.4
Onondaga,31,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,139.2,144.5
Ontario,32,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,155.3,161.4
Ontario,32,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,165.6,158.3
Ontario,32,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,154.3,160.1
Ontario,32,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,163.4,166.6
Ontario,32,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,181.8,164.8
Ontario,32,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,149.6,163.0
Ontario,32,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,158.4,150.4
Ontario,32,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,143.4,143.6
Orange,33,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,163.8,169.1
Orange,33,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,167.1,159.2
Orange,33,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,146.8,168.2
Orange,33,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,189.3,170.9
Orange,33,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,175.6,183.0
Orange,33,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,184.1,196.0
Orange,33,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,226.8,194.6
Orange,33,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,173.3,183.3
Orleans,34,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,186.7,185.3
Orleans,34,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,198.2,191.1
Orleans,34,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,187.7,187.0
Orleans,34,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,177.7,175.6
Orleans,34,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,161.1,182.4
Orleans,34,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,207.8,175.1
Orleans,34,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,156.5,189.7
Orleans,34,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,206.1,181.3
Oswego,35,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,195.7,185.0
Oswego,35,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,197.3,191.8
Oswego,35,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,186.1,186.5
Oswego,35,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,176.9,176.3
Oswego,35,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,165.8,169.9
Oswego,35,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,167.3,165.1
Oswego,35,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,162.7,166.6
Oswego,35,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,169.9,163.0
Otsego,36,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,184.5,165.8
Otsego,36,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,168.7,165.7
Otsego,36,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,144.3,149.7
Otsego,36,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,135.5,140.7
Otsego,36,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,142.3,146.7
Otsego,36,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,161.7,150.8
Otsego,36,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,148.6,152.2
Otsego,36,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,146.5,150.2
Putnam,37,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,161.6,154.3
Putnam,37,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,154.2,144.3
Putnam,37,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,116.0,137.2
Putnam,37,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,139.1,134.8
Putnam,37,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,147.7,131.7
Putnam,37,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,108.4,122.2
Putnam,37,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,111.2,116.2
Putnam,37,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,128.1,120.8
Rensselaer,38,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,185.9,188.5
Rensselaer,38,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,191.4,182.3
Rensselaer,38,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,169.7,175.5
Rensselaer,38,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,165.9,165.9
Rensselaer,38,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,162.0,160.2
Rensselaer,38,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,153.8,157.6
Rensselaer,38,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,157.2,150.5
Rensselaer,38,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,140.1,149.3
Rockland,39,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,149.3,136.8
Rockland,39,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,127.5,128.5
Rockland,39,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,109.2,118.0
Rockland,39,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,117.7,115.8
Rockland,39,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,119.6,112.9
Rockland,39,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,101.9,110.3
Rockland,39,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,109.4,106.2
Rockland,39,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,107.2,106.2
St. Lawrence,40,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,191.3,180.3
St. Lawrence,40,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,187.9,177.5
St. Lawrence,40,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,152.1,166.1
St. Lawrence,40,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,159.1,157.3
St. Lawrence,40,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,161.2,153.1
St. Lawrence,40,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,139.4,151.2
St. Lawrence,40,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,153.2,147.8
St. Lawrence,40,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,150.9,157.3
Saratoga,41,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,171.5,171.5
Saratoga,41,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,174.4,166.6
Saratoga,41,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,153.7,164.5
Saratoga,41,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,164.0,158.8
Saratoga,41,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,159.1,159.2
Saratoga,41,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,155.2,153.9
Saratoga,41,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,147.6,145.7
Saratoga,41,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,135.1,140.4
Schenectady,42,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,173.3,171.9
Schenectady,42,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,185.2,173.4
Schenectady,42,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,160.3,166.9
Schenectady,42,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,152.4,156.8
Schenectady,42,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,157.2,153.2
Schenectady,42,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,150.5,156.6
Schenectady,42,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,162.3,150.3
Schenectady,42,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,137.6,147.5
Schoharie,43,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,183.7,163.3
Schoharie,43,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,160.8,171.9
Schoharie,43,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,170.0,160.7
Schoharie,43,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,144.8,146.7
Schoharie,43,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,126.7,139.1
Schoharie,43,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,146.7,150.6
Schoharie,43,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,176.3,160.4
Schoharie,43,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,155.8,155.4
Schuyler,44,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2012,168.1,172.0
Schuyler,44,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2013,147.0,163.0
Schuyler,44,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2014,177.7,153.7
Schuyler,44,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2015,144.6,181.4
Schuyler,44,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2016,223.6,184.6
Schuyler,44,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2017,185.2,187.2
Schuyler,44,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2018,153.4,179.0
Schuyler,44,1,Cancer Indicators,g2a,"Age-adjusted all cancer mortality rate per 100,000",2019,199.0,169.2
